,fakeid,fakeid0,female0,famid0,age0,eduyrs0,famsize0,kfamincly0,tlabincly0,klabincly0,knlabincly0,wage_inc0,hrs_house0,hrs_workly0,race0,college0,employdB0,fulltimely0,lowincly0,fakeid1,female1,famid1,age1,eduyrs1,famsize1,kfamincly1,tlabincly1,klabincly1,knlabincly1,wage_inc1,hrs_house1,hrs_workly1,race1,college1,employdB1,fulltimely1,lowincly1
0,9,9,Male,50,41,16,4,168.06586,148.10713,137.89285,383.82162,72.575188,5,36.53846,White,Yes,1,Full-time (1750+ hours),0,9,Female,50,36,14.0,4,168.06586,148.10713,10.214285,383.82162,19.642857,15,10.0,White,No,1,Part-time (50-1749 hours),0
1,10,10,Male,51,48,16,2,155.25714,155.25714,98.057137,0.0,33.696613,3,55.96154,White,Yes,1,Full-time (1750+ hours),0,10,Female,51,41,15.0,2,155.25714,155.25714,57.199997,0.0,22.170542,7,49.615383,White,No,1,Full-time (1750+ hours),0
2,13,13,Male,73,35,11,4,59.44714,59.447144,50.049999,-7.3359566e-05,24.925299,2,38.615383,White,No,1,Full-time (1750+ hours),0,13,Female,73,33,15.0,4,59.44714,59.447144,9.3971424,-7.3359566e-05,6.4188132,6,28.153847,White,No,1,Part-time (50-1749 hours),0
3,15,15,Male,81,45,12,3,75.790001,74.564285,43.921429,23.571455,13.790087,10,61.25,Black,No,1,Full-time (1750+ hours),0,15,Female,81,42,12.0,3,75.790001,74.564285,30.642857,23.571455,15.63411,15,37.692307,Black,No,1,Full-time (1750+ hours),0
4,18,18,Male,97,43,12,3,90.089996,88.762138,54.135712,25.53573,25.06283,2,41.53846,White,No,1,Full-time (1750+ hours),0,18,Female,97,42,12.0,3,90.089996,88.762138,34.626427,25.53573,18.110056,5,36.76923,White,No,1,Full-time (1750+ hours),0
5,24,24,Male,116,37,12,6,64.656425,64.656425,64.349998,0.0,33.515625,2,36.923077,White,Unknown,1,Full-time (1750+ hours),0,24,Female,116,34,12.0,6,64.656425,64.656425,0.30642855,0.0,4.3775511,20,1.3461539,White,No,0,Part-time (50-1749 hours),0
6,27,27,Male,127,45,12,3,57.506428,56.484997,0.30642855,19.642902,2.5535712,10,2.3076923,White,No,1,Part-time (50-1749 hours),0,27,Female,127,44,15.0,3,57.506428,56.484997,56.17857,19.642902,30.416119,3,35.51923,White,Yes,1,Full-time (1750+ hours),0
7,32,32,Male,146,41,12,5,27.186342,27.104628,26.557142,1.5714352,9.5701408,1,53.365383,White,No,1,Full-time (1750+ hours),0,32,Female,146,40,12.0,5,27.186342,27.104628,0.54748571,1.5714352,3.1284897,12,3.3653846,White,No,1,Part-time (50-1749 hours),0
8,36,36,Male,161,48,17,5,133.87047,98.057144,90.907143,688.71777,40.403172,4,43.26923,White,Yes,1,Full-time (1750+ hours),0,36,Female,161,45,12.0,5,133.87047,98.057144,7.1499996,688.71777,13.439849,25,10.230769,White,No,1,Part-time (50-1749 hours),0
9,37,37,Male,163,35,12,5,80.692856,80.692856,35.75,0.0,17.524509,3,39.23077,Black,No,1,Full-time (1750+ hours),0,37,Female,163,33,14.0,5,80.692856,80.692856,44.942856,0.0,23.829721,6,36.26923,Black,No,1,Full-time (1750+ hours),0
10,39,39,Male,171,49,13,4,117.46428,116.44286,65.371429,19.642757,32.362091,4,38.846153,White,No,1,Full-time (1750+ hours),0,39,Female,171,47,16.0,4,117.46428,116.44286,51.071426,19.642757,37.830685,21,25.961538,White,Yes,1,Part-time (50-1749 hours),0
11,42,42,Male,175,41,14,3,57.199997,57.199997,30.642857,0.0,15.507518,3,38.0,Black,Yes,1,Full-time (1750+ hours),0,42,Female,175,42,14.0,3,57.199997,57.199997,26.557142,0.0,16.075752,15,31.76923,Black,Yes,1,Part-time (50-1749 hours),0
12,46,46,Male,182,43,15,4,122.01577,111.84642,88.864281,195.56442,35.832371,6,47.692307,White,No,1,Full-time (1750+ hours),0,46,Female,182,43,12.0,4,122.01577,111.84642,22.982141,195.56442,11.822089,15,37.384617,White,No,1,Full-time (1750+ hours),0
13,48,48,Male,186,42,12,3,30.879827,20.792198,13.825035,193.99287,9.3412399,4,28.461538,White,No,1,Part-time (50-1749 hours),0,48,Female,186,46,12.0,3,30.879827,20.792198,6.967164,193.99287,4.3763595,15,30.615385,White,No,1,Part-time (50-1749 hours),0
14,56,56,Male,223,43,12,5,107.04571,107.04572,63.124283,-0.00014671913,33.576748,6,36.153847,Black,No,1,Full-time (1750+ hours),0,56,Female,223,38,16.0,5,107.04571,107.04572,43.921429,-0.00014671913,23.462301,15,36.0,Black,Yes,1,Full-time (1750+ hours),0
15,64,64,Male,253,42,12,4,47.394283,40.85714,28.599998,125.7143,16.531792,7,33.26923,White,No,1,Part-time (50-1749 hours),0,64,Female,253,41,12.0,4,47.394283,40.85714,12.257142,125.7143,13.619047,21,17.307692,White,No,1,Part-time (50-1749 hours),0
16,70,70,Male,268,40,12,2,107.24999,92.949997,23.492857,274.99991,13.250342,6,34.096153,White,No,1,Full-time (1750+ hours),0,70,Female,268,45,12.0,2,107.24999,92.949997,69.457138,274.99991,30.952379,6,43.153847,White,No,1,Full-time (1750+ hours),0
17,74,74,Male,278,35,16,4,92.960213,92.949997,56.17857,0.19645691,27.074009,2,39.903847,White,Yes,1,Full-time (1750+ hours),0,74,Female,278,35,17.0,4,92.960213,92.949997,36.771427,0.19645691,30.017492,5,23.557692,White,Yes,1,Part-time (50-1749 hours),0
18,93,93,Male,335,41,12,4,81.714279,81.714279,40.85714,0.0,15.714285,20,50.0,White,No,1,Full-time (1750+ hours),0,93,Female,335,38,12.0,4,81.714279,81.714279,40.85714,0.0,17.641253,20,44.53846,White,No,1,Full-time (1750+ hours),0
19,98,98,Male,342,36,12,4,49.416714,16.730999,16.730999,628.57141,7.7065864,3,41.75,White,No,1,Full-time (1750+ hours),0,98,Female,342,37,13.0,4,49.416714,16.730999,0.0,628.57141,0.0,3,53.73077,Other,No,1,Full-time (1750+ hours),0
20,99,99,Male,344,44,14,3,107.86285,102.14285,51.071426,110.00002,20.42857,15,48.076923,White,No,1,Full-time (1750+ hours),0,99,Female,344,40,16.0,3,107.86285,102.14285,51.071426,110.00002,27.75621,10,35.384617,White,Yes,1,Full-time (1750+ hours),0
21,100,100,Male,346,43,14,2,133.9297,130.66113,67.924995,62.857113,32.845745,3,39.76923,White,No,1,Full-time (1750+ hours),0,100,Female,346,41,14.0,2,133.9297,130.66113,62.736141,62.857113,42.389286,4,28.461538,White,No,1,Part-time (50-1749 hours),0
22,102,102,Male,352,35,15,3,112.96999,112.45928,58.32357,9.8213787,29.515976,8,38.0,White,No,1,Full-time (1750+ hours),0,102,Female,352,32,16.0,3,112.96999,112.45928,54.135712,9.8213787,27.396616,8,38.0,White,Unknown,1,Full-time (1750+ hours),0
23,106,106,Male,360,38,17,2,106.84245,106.22959,0.0010214285,11.785654,0.00040857142,6,48.076923,White,Yes,1,Full-time (1750+ hours),0,106,Female,360,33,17.0,2,106.84245,106.22959,106.22857,11.785654,31.747929,6,64.346153,White,Yes,1,Full-time (1750+ hours),0
24,118,118,Male,407,40,9,5,26.965714,26.965714,25.535713,0.0,8.6856165,4,56.53846,White,No,1,Full-time (1750+ hours),0,118,Female,407,34,11.0,5,26.965714,26.965714,1.4299999,0.0,5.1999998,28,5.2884617,White,No,0,Part-time (50-1749 hours),0
25,128,128,Male,431,36,16,4,86.00428,85.800003,50.049999,3.9284046,19.627451,4,49.03846,White,Yes,1,Full-time (1750+ hours),0,128,Female,431,36,16.0,4,86.00428,85.800003,35.75,3.9284046,38.194443,10,18.0,White,Yes,1,Part-time (50-1749 hours),0
26,131,131,Male,434,43,17,3,56.076427,42.899998,0.0,253.39288,0.0,6,19.615385,White,Yes,1,Part-time (50-1749 hours),0,131,Female,434,34,16.0,3,56.076427,42.899998,42.899998,253.39288,36.172005,8,22.807692,White,No,1,Part-time (50-1749 hours),0
27,136,136,Male,451,47,16,3,42.899998,42.899998,20.42857,0.0,12.159863,5,32.307693,White,Yes,1,Part-time (50-1749 hours),0,136,Female,451,48,12.0,3,42.899998,42.899998,22.471428,0.0,6.2716794,15,68.903847,White,No,1,Full-time (1750+ hours),0
28,137,137,Male,454,47,17,2,73.542854,73.542854,30.642857,0.0,11.785714,14,50.0,White,Unknown,1,Full-time (1750+ hours),0,137,Female,454,46,17.0,2,73.542854,73.542854,42.899998,0.0,21.710526,14,38.0,White,Unknown,1,Full-time (1750+ hours),0
29,139,139,Male,459,47,16,3,97.035713,97.035706,76.60714,0.00014671913,43.775509,10,33.653847,White,Yes,1,Full-time (1750+ hours),0,139,Female,459,39,12.0,3,97.035713,97.035706,20.42857,0.00014671913,20.760742,5,18.923077,White,Unknown,1,Part-time (50-1749 hours),0
30,144,144,Male,470,41,12,6,74.360001,71.704285,66.392853,51.071461,32.229542,20,39.615383,White,No,1,Full-time (1750+ hours),0,144,Female,470,35,12.0,6,74.360001,71.704285,5.3114285,51.071461,5.1071424,25,20.0,White,Unknown,1,Part-time (50-1749 hours),0
31,147,147,Male,473,49,14,4,67.199783,61.285713,38.814285,113.73212,18.80537,5,39.692307,White,No,1,Full-time (1750+ hours),0,147,Female,473,47,16.0,4,67.199783,61.285713,22.471428,113.73212,13.619047,20,31.73077,White,Yes,1,Part-time (50-1749 hours),0
32,151,151,Male,480,42,15,2,146.26857,143.0,143.0,62.857113,57.661289,10,47.692307,White,No,1,Full-time (1750+ hours),0,151,Female,480,42,16.0,2,146.26857,143.0,0.0,62.857113,0.0,10,42.403847,White,Yes,1,Full-time (1750+ hours),0
33,152,152,Male,481,47,14,2,25.842142,25.84214,23.799284,3.6679783e-05,14.763824,10,31.0,Black,No,1,Part-time (50-1749 hours),0,152,Female,481,46,12.0,2,25.842142,25.84214,2.0428572,3.6679783e-05,11.740558,40,3.3461537,Black,Unknown,0,Part-time (50-1749 hours),0
34,155,155,Male,486,45,12,4,59.293926,55.157139,34.728569,79.553604,16.152822,30,41.346153,White,No,1,Full-time (1750+ hours),0,155,Female,486,43,12.0,4,59.293926,55.157139,20.42857,79.553604,17.023809,50,23.076923,White,No,1,Part-time (50-1749 hours),0
35,157,157,Male,488,41,16,5,90.70285,53.114285,0.0,722.85706,0.0,3,50.0,White,Yes,1,Full-time (1750+ hours),0,157,Female,488,42,16.0,5,90.70285,53.114285,53.114285,722.85706,25.634306,7,39.846153,White,Yes,1,Full-time (1750+ hours),0
36,164,164,Male,504,45,12,4,83.43335,83.126923,34.728569,5.892827,17.592995,5,37.96154,White,No,1,Full-time (1750+ hours),0,164,Female,504,38,12.0,4,83.43335,83.126923,48.39835,5.892827,22.500395,15,41.365383,White,Unknown,1,Full-time (1750+ hours),0
37,166,166,Male,511,43,16,4,99.958015,97.035713,71.5,56.19812,32.03405,10,42.923077,White,Yes,1,Full-time (1750+ hours),0,166,Female,511,38,14.0,4,99.958015,97.035713,25.535713,56.19812,15.939896,20,30.807692,White,No,0,Part-time (50-1749 hours),0
38,168,168,Male,522,35,14,7,82.53653,82.53653,55.369598,0.0,24.327591,10,43.76923,White,No,1,Full-time (1750+ hours),0,168,Female,522,35,14.0,7,82.53653,82.53653,27.166935,0.0,52.244106,50,10.0,White,No,1,Part-time (50-1749 hours),0
39,181,181,Male,572,48,12,3,70.172142,55.157139,42.899998,288.75006,40.85714,38,20.192308,White,No,0,Part-time (50-1749 hours),0,181,Female,572,46,10.0,3,70.172142,55.157139,12.257142,288.75006,6.5969548,4,35.73077,White,No,1,Full-time (1750+ hours),0
40,183,183,Male,575,34,17,3,151.20207,151.17142,100.1,0.58951747,44.174755,5,43.576923,Other,Yes,1,Full-time (1750+ hours),0,183,Female,575,34,16.0,3,151.20207,151.17142,51.071426,0.58951747,39.993286,20,24.557692,White,Yes,1,Part-time (50-1749 hours),0
41,187,187,Male,583,44,16,2,141.64149,140.95714,70.478569,13.160706,35.168945,4,38.53846,White,Yes,1,Full-time (1750+ hours),0,187,Female,583,40,17.0,2,141.64149,140.95714,70.478569,13.160706,31.833139,15,42.576923,White,Yes,1,Full-time (1750+ hours),0
42,189,189,Male,594,49,11,2,62.89957,62.899567,38.385284,7.3359566e-05,11.649555,5,63.365383,White,No,1,Full-time (1750+ hours),0,189,Female,594,46,12.0,2,62.89957,62.899567,24.514284,7.3359566e-05,10.895238,20,43.26923,White,No,1,Full-time (1750+ hours),0
43,191,191,Male,598,48,12,2,123.08214,122.57143,61.285713,9.8213787,24.128233,5,48.846153,White,No,1,Full-time (1750+ hours),0,191,Female,598,45,10.0,2,123.08214,122.57143,61.285713,9.8213787,36.479591,20,32.307693,White,No,1,Part-time (50-1749 hours),0
44,194,194,Male,611,33,17,4,76.525429,65.371429,46.985714,214.49998,15.176264,1,59.53846,White,Yes,1,Full-time (1750+ hours),0,194,Female,611,32,17.0,4,76.525429,65.371429,18.385714,214.49998,31.162226,12,11.346154,White,Yes,1,Part-time (50-1749 hours),0
45,195,195,Male,612,36,15,4,88.544579,80.692856,56.17857,150.99467,20.028011,2,53.942307,White,No,1,Full-time (1750+ hours),0,195,Female,612,34,15.0,4,88.544579,80.692856,24.514284,150.99467,12.668881,15,37.21154,White,No,1,Full-time (1750+ hours),0
46,201,201,Male,634,48,12,3,70.274284,63.124283,30.642857,137.50003,11.498258,10,51.25,White,No,1,Full-time (1750+ hours),0,201,Female,634,46,14.0,3,70.274284,63.124283,32.481426,137.50003,17.30497,16,36.096153,White,Yes,1,Full-time (1750+ hours),0
47,204,204,Male,649,32,14,3,80.079994,80.080002,41.265713,-0.00014671913,19.839285,1,40.0,White,No,1,Full-time (1750+ hours),0,204,Female,649,33,17.0,3,80.079994,80.080002,38.814285,-0.00014671913,14.928571,1,50.0,White,Yes,1,Full-time (1750+ hours),0
48,206,206,Male,661,40,12,3,53.624996,48.517857,25.025,98.214226,12.462649,10,38.615383,Black,No,1,Full-time (1750+ hours),0,206,Female,661,44,12.0,3,53.624996,48.517857,23.492857,98.214226,11.841157,15,38.153847,Black,No,1,Full-time (1750+ hours),0
49,209,209,Male,677,43,17,4,88.353569,77.015709,55.565712,218.03577,27.372272,7,39.03846,Other,Yes,1,Full-time (1750+ hours),0,209,Female,677,48,14.0,4,88.353569,77.015709,21.449999,218.03577,28.298153,14,14.576923,White,No,0,Part-time (50-1749 hours),0
50,212,212,Male,686,38,12,3,72.357994,66.035355,29.263927,121.58922,9.4521732,6,59.53846,White,No,1,Full-time (1750+ hours),0,212,Female,686,38,14.0,3,72.357994,66.035355,36.771427,121.58922,18.025209,15,39.23077,White,Unknown,1,Full-time (1750+ hours),0
51,213,213,Male,687,36,14,4,101.22356,100.1,87.842857,21.607033,31.942856,2,52.884617,White,Yes,1,Full-time (1750+ hours),0,213,Female,687,34,14.0,4,101.22356,100.1,12.257142,21.607033,6.9484935,5,33.923077,White,Yes,1,Full-time (1750+ hours),0
52,216,216,Male,692,45,12,3,119.15475,115.21714,41.674286,75.723206,14.741523,2,54.365383,White,No,1,Full-time (1750+ hours),0,216,Female,692,34,14.0,3,119.15475,115.21714,73.542854,75.723206,24.57983,11,57.53846,White,No,1,Full-time (1750+ hours),0
53,223,223,Male,714,46,16,5,45.219662,42.389282,36.771427,54.430374,15.883986,10,44.51923,White,Yes,1,Full-time (1750+ hours),0,223,Female,714,41,12.0,5,45.219662,42.389282,5.617857,54.430374,6.355042,20,17.0,White,No,1,Part-time (50-1749 hours),0
54,224,224,Male,715,36,16,3,127.22914,124.61429,68.435715,50.285633,28.047422,1,46.923077,White,Unknown,1,Full-time (1750+ hours),0,224,Female,715,36,17.0,3,127.22914,124.61429,56.17857,50.285633,51.351524,14,21.038462,Other,Unknown,1,Part-time (50-1749 hours),0
55,225,225,Male,719,41,16,4,133.80714,132.78571,98.057137,19.643049,40.687611,8,46.346153,White,Yes,1,Full-time (1750+ hours),0,225,Female,719,40,16.0,4,133.80714,132.78571,34.728569,19.643049,17.364285,8,38.46154,White,Yes,1,Full-time (1750+ hours),0
56,226,226,Male,724,31,16,4,87.945,87.43428,38.814285,9.8215246,17.320074,3,43.096153,White,No,1,Full-time (1750+ hours),0,226,Female,724,32,16.0,4,87.945,87.43428,48.619999,9.8215246,46.794994,10,19.98077,White,Yes,1,Part-time (50-1749 hours),0
57,230,230,Male,733,43,12,5,43.298355,68.435715,57.199997,-483.41077,26.930319,2,40.846153,Black,No,1,Full-time (1750+ hours),0,230,Female,733,43,12.0,5,43.298355,68.435715,11.235714,-483.41077,18.005951,10,12.0,Black,No,1,Part-time (50-1749 hours),0
58,231,231,Male,736,41,12,3,114.13136,73.602097,48.066383,779.409,28.747837,15,32.153847,White,Unknown,1,Part-time (50-1749 hours),0,231,Female,736,38,12.0,3,114.13136,73.602097,25.535713,779.409,13.425716,11,36.576923,White,No,1,Full-time (1750+ hours),0
59,237,237,Male,762,35,11,6,55.361427,54.135712,28.599998,23.571455,11.769547,15,46.73077,Black,No,0,Full-time (1750+ hours),0,237,Female,762,36,13.0,6,55.361427,54.135712,25.535713,23.571455,11.607142,3,42.307693,White,No,1,Full-time (1750+ hours),0
60,239,239,Male,769,38,16,5,74.564285,74.564285,40.85714,0.0,19.680704,12,39.923077,White,Yes,1,Full-time (1750+ hours),0,239,Female,769,34,12.0,5,74.564285,74.564285,33.707142,0.0,24.567888,20,26.384615,White,No,1,Part-time (50-1749 hours),0
61,243,243,Male,783,42,14,3,19.039429,18.283569,13.176428,14.535757,15.215275,2,16.653847,Black,No,1,Part-time (50-1749 hours),0,243,Female,783,36,12.0,3,19.039429,18.283569,5.1071424,14.535757,3.5739276,6,27.48077,Black,No,1,Part-time (50-1749 hours),0
62,244,244,Male,785,34,15,3,78.190353,77.628571,71.5,10.803516,35.75,6,38.46154,White,No,1,Full-time (1750+ hours),0,244,Female,785,31,13.0,3,78.190353,77.628571,6.128571,10.803516,13.41044,16,8.7884617,White,No,1,Part-time (50-1749 hours),0
63,248,248,Male,801,34,16,2,54.646427,54.646423,52.092854,7.3359566e-05,26.256479,3,38.153847,White,Yes,1,Full-time (1750+ hours),0,248,Female,801,31,17.0,2,54.646427,54.646423,2.5535712,7.3359566e-05,5.9523807,4,8.25,White,Yes,1,Part-time (50-1749 hours),0
64,250,250,Male,804,44,11,4,150.9079,150.14999,71.5,14.575078,25.490194,6,53.942307,White,No,1,Full-time (1750+ hours),0,250,Female,804,44,10.0,4,150.9079,150.14999,78.649994,14.575078,30.843136,12,49.03846,White,No,1,Full-time (1750+ hours),0
65,251,251,Male,806,34,13,4,59.498211,58.221428,38.814285,24.553518,19.329823,5,38.615383,White,No,1,Full-time (1750+ hours),0,251,Female,806,36,14.0,4,59.498211,58.221428,19.407143,24.553518,9.8214283,25,38.0,White,No,1,Full-time (1750+ hours),0
66,252,252,Male,809,41,17,4,155.17236,148.10715,77.628571,135.86954,52.451736,7,28.461538,Other,Unknown,0,Part-time (50-1749 hours),0,252,Female,809,37,17.0,4,155.17236,148.10715,70.478569,135.86954,36.105824,13,37.53846,Other,Yes,1,Full-time (1750+ hours),0
67,255,255,Male,814,33,13,2,69.55928,69.457138,40.85714,1.9642756,20.42857,2,38.46154,White,No,1,Full-time (1750+ hours),0,255,Female,814,33,14.0,2,69.55928,69.457138,28.599998,1.9642756,16.022408,10,34.326923,White,No,1,Full-time (1750+ hours),0
68,257,257,Male,819,38,16,2,150.13979,149.12857,50.049999,19.446445,22.885231,2,42.057693,Black,Yes,1,Full-time (1750+ hours),0,257,Female,819,34,17.0,2,150.13979,149.12857,99.078568,19.446445,53.876328,10,35.365383,Black,Yes,1,Full-time (1750+ hours),0
69,258,258,Male,822,45,14,3,69.457138,58.221428,32.685715,216.07135,11.428571,2,55.0,Black,Yes,1,Full-time (1750+ hours),0,258,Female,822,43,15.0,3,69.457138,58.221428,25.535713,216.07135,10.63988,10,46.153847,Black,No,1,Full-time (1750+ hours),0
70,263,263,Male,829,45,12,6,99.589279,66.392853,35.75,638.39282,8.9018917,5,77.230766,White,No,1,Full-time (1750+ hours),0,263,Female,829,43,13.0,6,99.589279,66.392853,30.642857,638.39282,9.2075891,5,64.0,White,No,1,Full-time (1750+ hours),0
71,265,265,Male,833,48,14,3,91.928566,91.928574,61.285713,-0.00014671913,25.014576,1,47.115383,White,No,1,Full-time (1750+ hours),0,265,Female,833,49,13.0,3,91.928566,91.928574,30.642857,-0.00014671913,32.878601,15,17.923077,White,No,1,Part-time (50-1749 hours),0
72,269,269,Male,839,40,14,3,108.47571,107.25,79.671425,23.571308,30.06469,9,50.96154,White,No,1,Full-time (1750+ hours),0,269,Female,839,39,14.0,3,108.47571,107.25,27.578571,23.571308,15.589921,7,34.01923,White,No,1,Full-time (1750+ hours),0
73,272,272,Male,852,46,12,3,56.056,36.771427,11.235714,370.85718,5.0543022,5,42.75,White,No,1,Full-time (1750+ hours),0,272,Female,852,45,12.0,3,56.056,36.771427,25.535713,370.85718,16.581633,15,29.615385,White,No,1,Part-time (50-1749 hours),0
74,276,276,Male,863,42,14,3,122.57143,122.57142,81.714279,0.00014671913,23.535219,5,66.769234,White,No,1,Full-time (1750+ hours),0,276,Female,863,37,15.0,3,122.57143,122.57142,40.85714,0.00014671913,20.008394,5,39.26923,White,Yes,1,Full-time (1750+ hours),0
75,284,284,Male,874,46,12,4,159.64928,130.74284,104.18571,555.89294,42.559521,10,47.076923,White,No,1,Full-time (1750+ hours),0,284,Female,874,44,12.0,4,159.64928,130.74284,26.557142,555.89294,12.942077,10,39.46154,White,No,1,Full-time (1750+ hours),0
76,291,291,Male,891,41,13,3,103.06214,103.47071,94.992851,-7.8571024,43.435234,5,42.057693,White,No,1,Full-time (1750+ hours),0,291,Female,891,34,16.0,3,103.06214,103.47071,8.4778566,-7.8571024,4.5094981,10,36.153847,White,Yes,1,Full-time (1750+ hours),0
77,300,300,Male,911,49,16,6,106.48188,79.611168,75.4468,516.74445,39.295208,4,36.923077,White,Yes,1,Full-time (1750+ hours),0,300,Female,911,48,16.0,6,106.48188,79.611168,4.1643643,516.74445,8.9943066,10,8.9038458,White,Yes,1,Part-time (50-1749 hours),0
78,304,304,Male,920,35,16,6,153.28578,153.21428,91.928566,1.3750516,52.530609,16,33.653847,Other,Unknown,1,Full-time (1750+ hours),0,304,Female,920,35,16.0,6,153.28578,153.21428,61.285713,1.3750516,63.377159,16,18.596153,Other,Unknown,1,Part-time (50-1749 hours),0
79,305,305,Male,921,48,12,2,56.17857,56.17857,30.642857,0.0,15.321428,5,38.46154,Black,No,1,Full-time (1750+ hours),0,305,Female,921,42,16.0,2,56.17857,56.17857,25.535713,0.0,12.276785,5,40.0,Black,Yes,1,Full-time (1750+ hours),0
80,308,308,Male,926,49,12,3,83.042137,69.457138,45.964283,261.24997,15.021008,1,58.846153,White,Unknown,1,Full-time (1750+ hours),0,308,Female,926,44,12.0,3,83.042137,69.457138,23.492857,261.24997,11.624372,2,38.865383,White,No,1,Full-time (1750+ hours),0
81,310,310,Male,930,43,12,5,66.558327,62.307144,29.621428,81.75351,14.803312,2,38.48077,Black,No,1,Full-time (1750+ hours),0,310,Female,930,45,12.0,5,66.558327,62.307144,32.685715,81.75351,16.245384,6,38.692307,Black,No,1,Full-time (1750+ hours),0
82,313,313,Male,943,42,12,4,50.867142,45.760002,32.685715,98.214226,12.159863,2,51.692307,Black,No,1,Full-time (1750+ hours),0,313,Female,943,38,12.0,4,50.867142,45.760002,13.074286,98.214226,6.3839283,3,39.384617,Black,No,1,Full-time (1750+ hours),0
83,321,321,Male,960,38,16,2,81.714279,81.714279,81.714279,0.0,41.186634,10,38.153847,Other,Yes,1,Full-time (1750+ hours),0,321,Female,960,32,16.0,2,81.714279,81.714279,0.0,0.0,0.0,10,38.153847,Other,Yes,1,Full-time (1750+ hours),0
84,331,331,Male,980,34,16,3,145.69554,143.65268,75.216972,39.285805,34.112007,2,42.403847,White,Yes,1,Full-time (1750+ hours),0,331,Female,980,32,16.0,3,145.69554,143.65268,68.435715,39.285805,41.856705,5,31.442308,White,Yes,1,Part-time (50-1749 hours),0
85,358,358,Male,1038,45,12,3,66.212059,49.869205,45.298313,314.28564,23.397888,6,37.23077,White,No,1,Full-time (1750+ hours),0,358,Female,1038,42,12.0,3,66.212059,49.869205,4.5708928,314.28564,3.2417679,12,27.115385,White,No,1,Part-time (50-1749 hours),0
86,368,368,Male,1062,33,13,4,67.618568,67.618568,62.30714,0.0,32.183441,5,37.23077,White,Unknown,1,Full-time (1750+ hours),0,368,Female,1062,32,14.0,4,67.618568,67.618568,5.3114285,0.0,7.9751177,21,12.807693,Other,No,1,Part-time (50-1749 hours),0
87,369,369,Male,1063,46,12,4,80.488571,79.671425,42.899998,15.714352,19.066666,15,43.26923,Other,No,1,Full-time (1750+ hours),0,369,Female,1063,38,12.0,4,80.488571,79.671425,36.771427,15.714352,18.025209,30,39.23077,White,No,1,Full-time (1750+ hours),0
88,372,372,Male,1067,41,12,4,64.503212,64.503212,39.988926,0.0,19.602415,5,39.23077,Black,Unknown,1,Full-time (1750+ hours),0,372,Female,1067,39,14.0,4,64.503212,64.503212,24.514284,0.0,12.610229,7,37.384617,Black,Yes,1,Full-time (1750+ hours),0
89,374,374,Male,1070,43,12,4,58.226532,58.226532,42.905106,0.0,22.253685,10,37.076923,Other,Unknown,1,Full-time (1750+ hours),0,374,Female,1070,41,14.0,4,58.226532,58.226532,15.321428,0.0,10.42274,20,28.26923,Other,No,1,Part-time (50-1749 hours),0
90,378,378,Male,1079,34,14,3,86.44043,86.44043,56.881313,0.0,27.855686,4,39.26923,White,No,1,Full-time (1750+ hours),0,378,Female,1079,35,12.0,3,86.44043,86.44043,29.55912,0.0,14.77956,10,38.46154,White,Unknown,1,Full-time (1750+ hours),0
91,384,384,Male,1091,35,12,4,45.964283,45.759998,37.58857,3.9285512,18.019449,9,40.115383,White,No,1,Full-time (1750+ hours),0,384,Female,1091,33,12.0,4,45.964283,45.759998,8.1714287,3.9285512,11.224489,30,14.0,White,Unknown,1,Part-time (50-1749 hours),0
92,387,387,Male,1095,36,12,4,123.08214,122.57142,81.714279,9.8215246,29.246344,5,53.73077,White,No,1,Full-time (1750+ hours),0,387,Female,1095,34,12.0,4,123.08214,122.57142,40.85714,9.8215246,21.674875,21,36.25,White,No,1,Full-time (1750+ hours),0
93,399,399,Male,1124,38,12,3,37.502769,34.891998,21.613428,50.207138,12.450131,18,33.384617,White,No,1,Part-time (50-1749 hours),0,399,Female,1124,37,9.0,3,37.502769,34.891998,13.278571,50.207138,6.6592631,18,38.346153,White,No,1,Full-time (1750+ hours),0
94,405,405,Male,1134,44,16,4,40.663071,32.941071,20.42857,148.5,8.0427446,5,48.846153,White,Yes,1,Full-time (1750+ hours),0,405,Female,1134,41,14.0,4,40.663071,32.941071,12.5125,148.5,9.159956,15,26.26923,White,No,1,Part-time (50-1749 hours),0
95,406,406,Male,1137,49,12,5,104.03454,89.068565,81.714279,287.80716,40.877579,5,38.442307,White,No,1,Full-time (1750+ hours),0,406,Female,1137,45,12.0,5,104.03454,89.068565,7.3542852,287.80716,7.4436088,25,19.0,White,No,1,Part-time (50-1749 hours),0
96,413,413,Male,1155,35,12,3,75.279282,43.614998,43.614998,608.92853,22.528408,2,37.23077,White,No,1,Full-time (1750+ hours),0,413,Female,1155,35,14.0,3,75.279282,43.614998,0.0,608.92853,0.0,10,23.307692,White,No,1,Part-time (50-1749 hours),0
97,417,417,Male,1161,45,12,3,39.74889,38.615105,25.540821,21.803562,12.279241,5,40.0,Black,No,1,Full-time (1750+ hours),0,417,Female,1161,34,14.0,3,39.74889,38.615105,13.074286,21.803562,11.768034,10,21.365385,Black,Yes,1,Part-time (50-1749 hours),0
